source,root,path,name,ext,is_dir,size,modified,topic,normalized_stem
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_PROTOCOL/01_phase1-method-notes.md,01_phase1-method-notes.md,.md,False,7023,2026-03-24T08:37:38.483386-04:00,ai_governance,01 phase1 method notes
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_PROTOCOL/01_violet-gem-alambic-master-key-analysis.md,01_violet-gem-alambic-master-key-analysis.md,.md,False,6172,2026-03-24T08:38:42.637488-04:00,ai_governance,01 violet gem alambic master key analysis
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_PROTOCOL/01_phase1-manifest.md,01_phase1-manifest.md,.md,False,2344,2026-03-24T08:39:42.687454-04:00,ai_governance,01 phase1 manifest
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_PROTOCOL/01_phase1-chronology.md,01_phase1-chronology.md,.md,False,4330,2026-03-24T08:36:58.102061-04:00,ai_governance,01 phase1 chronology
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/00_ROOT_AND_ARCHIVE_LOGIC/00_metadata-chronology.md,00_metadata-chronology.md,.md,False,7715,2026-03-24T08:32:34.345413-04:00,ai_governance,00 metadata chronology
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/00_ROOT_AND_ARCHIVE_LOGIC/00_duplicate-mirror-register.md,00_duplicate-mirror-register.md,.md,False,6075,2026-03-24T08:34:34.329345-04:00,ai_governance,00 duplicate mirror register
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/00_ROOT_AND_ARCHIVE_LOGIC/00_archive-inventory.md,00_archive-inventory.md,.md,False,10111,2026-03-24T08:31:49.103924-04:00,ai_governance,00 archive inventory
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/00_ROOT_AND_ARCHIVE_LOGIC/00_functional-classification-map.md,00_functional-classification-map.md,.md,False,7087,2026-03-24T08:33:11.342627-04:00,ai_governance,00 functional classification map
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/00_ROOT_AND_ARCHIVE_LOGIC/00_project-map.md,00_project-map.md,.md,False,8505,2026-03-24T08:35:25.391021-04:00,ai_governance,00 project map
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/00_ROOT_AND_ARCHIVE_LOGIC/00_evidence-hierarchy.md,00_evidence-hierarchy.md,.md,False,7611,2026-03-24T08:33:54.652045-04:00,ai_governance,00 evidence hierarchy
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/02_GOVERNANCE_REVISION_SKILLS_META/02_aigov2-voiceop2-classification.md,02_aigov2-voiceop2-classification.md,.md,False,5563,2026-03-24T08:40:52.813755-04:00,ai_governance,02 aigov2 voiceop2 classification
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/02_GOVERNANCE_REVISION_SKILLS_META/02_aigov1-voiceop1-classification.md,02_aigov1-voiceop1-classification.md,.md,False,6638,2026-03-24T08:40:22.860771-04:00,ai_governance,02 aigov1 voiceop1 classification
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/02_GOVERNANCE_REVISION_SKILLS_META/02_governance-revision-lineage.md,02_governance-revision-lineage.md,.md,False,4704,2026-03-24T08:42:29.232925-04:00,ai_governance,02 governance revision lineage
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/02_GOVERNANCE_REVISION_SKILLS_META/02_hephaistos-implementation-map.md,02_hephaistos-implementation-map.md,.md,False,6544,2026-03-24T08:42:00.459979-04:00,pharos,02 hephaistos implementation map
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/02_GOVERNANCE_REVISION_SKILLS_META/02_manifest.md,02_manifest.md,.md,False,1297,2026-03-24T08:42:38.793239-04:00,ai_governance,02 manifest
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/02_GOVERNANCE_REVISION_SKILLS_META/02_skill-distribution-map.md,02_skill-distribution-map.md,.md,False,6004,2026-03-24T08:41:25.886841-04:00,ai_governance,02 skill distribution map
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/03_CONTINUITY_COUPLING_TOPOLOGY/03_nonconvergence-governance-note.md,03_nonconvergence-governance-note.md,.md,False,6052,2026-03-24T08:44:22.276641-04:00,ai_governance,03 nonconvergence governance note
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/03_CONTINUITY_COUPLING_TOPOLOGY/03_theseus-auryn-hopf-map.md,03_theseus-auryn-hopf-map.md,.md,False,7603,2026-03-24T08:43:20.110597-04:00,ai_governance,03 theseus auryn hopf map
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/03_CONTINUITY_COUPLING_TOPOLOGY/03_topology-manifest.md,03_topology-manifest.md,.md,False,1266,2026-03-24T08:44:32.536978-04:00,ai_governance,03 topology manifest
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/03_CONTINUITY_COUPLING_TOPOLOGY/03_continuity-coupling-explainer.md,03_continuity-coupling-explainer.md,.md,False,5203,2026-03-24T08:43:48.799540-04:00,ai_governance,03 continuity coupling explainer
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/04_IMPLEMENTATION_SURFACES/04_manifest.md,04_manifest.md,.md,False,826,2026-03-24T08:45:54.423673-04:00,ai_governance,04 manifest
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/04_IMPLEMENTATION_SURFACES/04_implementation-surfaces-map.md,04_implementation-surfaces-map.md,.md,False,7731,2026-03-24T08:45:46.783422-04:00,ai_governance,04 implementation surfaces map
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/90_CONSOLIDATED_FINAL_SYNTHESIS/90_one-page-schema.md,90_one-page-schema.md,.md,False,3348,2026-03-24T08:49:37.677064-04:00,ai_governance,90 one page schema
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/90_CONSOLIDATED_FINAL_SYNTHESIS/90_definitive-method.md,90_definitive-method.md,.md,False,7266,2026-03-24T08:46:43.036793-04:00,ai_governance,90 definitive method
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/90_CONSOLIDATED_FINAL_SYNTHESIS/90_governance-lineage-summary.md,90_governance-lineage-summary.md,.md,False,6680,2026-03-24T08:47:22.765738-04:00,ai_governance,90 governance lineage summary
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/90_CONSOLIDATED_FINAL_SYNTHESIS/90_hephaistos-summary.md,90_hephaistos-summary.md,.md,False,5550,2026-03-24T08:48:33.895508-04:00,pharos,90 hephaistos summary
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/90_CONSOLIDATED_FINAL_SYNTHESIS/90_results-matrix.md,90_results-matrix.md,.md,False,6297,2026-03-24T08:49:12.616453-04:00,ai_governance,90 results matrix
local,/home/cerebrhoe/governance-project,/home/cerebrhoe/governance-project/90_CONSOLIDATED_FINAL_SYNTHESIS/90_skill-lineage-summary.md,90_skill-lineage-summary.md,.md,False,6104,2026-03-24T08:47:56.378580-04:00,ai_governance,90 skill lineage summary
